apk_name,status,leaks_found,sources_found,sinks_found,callgraph_time_sec,dataflow_time_sec,result_time_sec,total_time_sec,peak_memory_gb,exit_code,timeout_reason,output_file
save_me,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/save_me_results.xml
scipiex,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.06,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/scipiex_results.xml
slocker_android_samp,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/slocker_android_samp_results.xml
sms_google,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/sms_google_results.xml
sms_send_locker_qqmagic,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/sms_send_locker_qqmagic_results.xml
smssend_packageInstaller,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/smssend_packageInstaller_results.xml
smssilience_fake_vertu,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/smssilience_fake_vertu_results.xml
smsstealer_kysn_assassincreed_android_samp,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/smsstealer_kysn_assassincreed_android_samp_results.xml
stels_flashplayer_android_update,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/stels_flashplayer_android_update_results.xml
tetus,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/tetus_results.xml
the_interview_movieshow,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/the_interview_movieshow_results.xml
threatjapan_uracto,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/threatjapan_uracto_results.xml
vibleaker_android_samp,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/vibleaker_android_samp_results.xml
xbot_android_samp,FAILED,N/A,N/A,N/A,N/A,N/A,N/A,0.05,N/A,1,,/home/zym/LDFA-dataset/TaintBench/output/20260211-1809-39apps-max-precision/xbot_android_samp_results.xml
